Telecommunications,Utilities,Consumer products,Energy,Plantations,ESG-rated year,ROA,ROE,MV,ESG,DV,Size,Growth,Leverage,GovOwn,FamilyOwn
0,0,0,0,0,2019,-0.30484518,0.01248693,9.11518873,26.46,0,23.70998961,-0.28626736,114.789993,0,1
0,0,0,0,0,2018,-0.01655544,0.02219,9.14712612,22.85,0,23.76092703,0.12639556,89.78853563,0,1
0,0,0,0,0,2017,-1.62913665,0.0142,9.21732628,5.85,0,23.79533474,-0.05315019,94.65770551,0,1
0,0,0,0,0,2016,1.41416215,-0.00967626,9.2237608,5.31,0,23.87374791,0.01836799,94.55220986,0,1
0,0,0,0,0,2015,-0.51295087,0.08342,9.24364416,5.14,0,23.82758584,-0.05227312,114.4741157,0,1
0,0,0,0,0,2014,5.79308785,0.03555,9.24912703,5.41,0,23.74823992,0.08993889,103.0867649,0,1
0,0,0,0,0,2013,0.64426116,-0.422153,9.404276,6.7,0,23.67350972,0.18342887,111.6755512,0,1
0,0,0,0,0,2012,1.7320782,0.378041,9.4037213,5.65,0,23.64079827,0.05156004,96.64019152,0,1
0,0,0,0,0,2021,1.14672723,0.018,9.52387832,56.8,1,23.06757514,0.97536049,66.7608059,0,1
0,0,0,0,0,2020,0.18302313,-0.114,9.32720331,45.83,0,22.0817588,-0.43100894,30.50497162,0,1
0,0,0,0,0,2019,-0.1,-0.1135,9.39908532,50.73,1,22.07307125,0.06283841,43.57767326,0,1
0,0,0,0,0,2018,-0.07454875,-0.12527964,9.18694188,60.2,1,22.17658664,0.06705235,38.23978707,0,1
0,0,0,0,0,2017,-7.38723826,-0.07496296,9.721655,62.22,1,22.1947328,-0.05626741,32.90190088,0,1
0,0,0,0,0,2016,-4.96048174,0.02541243,9.7859922,65.84,1,22.18736718,-0.11886663,17.00076548,0,1
0,0,0,0,0,2015,1.80388817,0.08173858,9.87767627,54.89,1,22.19621897,-0.07220211,11.36005493,0,1
0,0,0,0,0,2014,6.04741204,0.08192371,9.91871288,51.38,1,22.10721545,0.00281799,11.03928152,0,1
0,0,0,0,0,2013,6.37013345,0.11402494,9.86224388,55.5,1,22.12126542,-0.03832211,0.00035248,0,1
0,0,0,0,0,2012,9.12706434,0.11015817,9.91243813,57.04,1,22.1089365,0.04099834,0.01517682,0,1
0,0,0,0,0,2021,-0.30566172,0.2244,10.85345484,70.38,1,24.56503804,0.60318897,11.04702878,1,0
0,0,0,0,0,2020,7.50775417,0.14964,10.73800092,29.12,0,24.04581676,-0.0841617,1.41700405,1,0
0,0,0,0,0,2019,-1.99516485,0.0536,10.76888366,75.48,1,24.40786113,-0.12266341,10.4447218,1,0
0,0,0,0,0,2018,16.66670325,0.18321,10.70407484,32.03,0,23.97828071,0.39639943,1.70351041,1,0
0,0,0,0,0,2017,4.68854532,0.11712,10.75942923,61.54,1,24.15185138,-0.07268617,1.03700117,1,0
0,0,0,0,0,2016,4.146503,0.11089,10.63429134,37.73,0,24.07187084,-0.0397974,1.17947364,1,0
0,0,0,0,0,2015,2.14892879,0.0931,10.76418217,65.89,1,24.38330848,-0.16377197,8.61924966,1,0
0,0,0,0,0,2014,1.72528792,0.17068,10.86591057,75.01,1,24.34400027,0.12460504,7.3061832,1,0
0,0,0,0,0,2013,6.33616848,0.11315,10.74175028,57.71,1,24.18737542,0.02393617,0.76177798,1,0
0,0,0,0,0,2012,4.70185212,0.15215,10.78438555,74.38,1,24.22768144,0.25591631,0.4916562,1,0
0,0,0,0,1,2021,6.69160697,0.24109,9.73233458,73.16,1,23.61177308,0.39004627,79.70077488,1,0
0,0,0,0,1,2020,0.76943013,0.03549,9.66928284,57.39,1,23.56351846,0.06159584,109.7865806,1,0
0,0,0,0,1,2019,-2.02299048,-0.05599,9.74391645,59.87,1,23.60745541,-0.01526,124.7927191,1,0
0,0,0,0,1,2018,-5.74308051,-0.21435,9.41637891,54.5,1,23.65389746,-0.20431038,127.5945975,1,0
0,0,0,0,1,2017,0.94139162,0.02521,9.78995957,54.42,1,23.75892756,-0.01853117,103.3900815,1,0
0,0,0,0,1,2016,0.31289464,0.01069,9.75240456,44.78,0,23.77184674,0.10813876,95.92441273,1,0
0,0,0,0,1,2015,1.07635851,0.01829,9.79506898,35.27,0,23.78735745,-0.04951374,84.4398665,1,0
0,0,0,0,1,2014,2.73055246,0.07008,9.90052936,23.42,0,23.75433861,0.30245565,73.75712274,1,0
0,0,0,0,1,2013,6.08511392,0.10032,10.21431927,15.56,0,23.75505941,-0.02471509,66.16488673,1,0
0,0,0,0,1,2012,6.64581181,0.16649,10.2267149,16.42,0,23.52658385,0.72901729,39.98352114,1,0
0,0,0,0,1,2021,5.46881861,0.08589,9.77197883,75.98,1,22.89391255,0.25298659,49.08014111,0,1
0,0,0,0,1,2020,2.97295661,0.0508,9.93421144,75.34,1,22.85633736,0.10226165,52.95770475,0,1
0,0,0,0,1,2019,1.6007715,0.0308,9.96526088,63.35,1,22.85863865,0.1910259,53.29683104,0,1
0,0,0,0,1,2018,1.80225922,0.03901,9.8878551,61.99,1,22.78177966,0.05203801,67.62117862,0,1
0,0,0,0,1,2017,4.2872964,0.0784,9.90914561,56.79,1,22.85970059,0.22207936,73.68140176,0,1
0,0,0,0,1,2016,4.44927561,0.08263,9.91207215,28.47,0,22.78483015,0.07647511,54.77332586,0,1
0,0,0,0,1,2015,2.75156176,0.04675,9.8977292,35.53,0,22.70365733,-0.16312718,54.260826,0,1
0,0,0,0,1,2014,7.34863804,0.10302,9.86430145,35.78,0,22.44431739,0.18708693,26.35371726,0,1
0,0,0,0,1,2013,4.59074235,0.06651,9.90068206,33.37,0,22.30316021,0.12209334,25.33434979,0,1
0,0,0,0,1,2012,7.29045406,0.09825,9.79530803,31.39,0,22.27594185,-0.07711595,20.54425059,0,1
0,0,0,0,1,2021,3.71569182,0.07952,10.44662756,53.17,1,23.52663834,-0.00431406,52.75173126,0,0
0,0,0,0,1,2020,9.60745176,0.16471,10.37002786,54.83,1,23.67649762,0.38456411,46.04384258,0,0
0,0,0,0,1,2019,8.23734344,0.1416,10.43880047,54.82,1,23.59432451,0.44211889,49.61021049,0,0
0,0,0,0,1,2018,3.62123027,0.08699,10.46198161,58.8,1,23.54056498,0.05640706,53.50035498,0,0
0,0,0,0,1,2017,7.11415612,0.14794,10.44475089,41.23,0,23.54122221,0.02321603,56.5654249,0,0
0,0,0,0,1,2016,3.88018257,0.14278,10.4432758,39.41,0,23.61500888,-0.38247596,98.47668088,0,0
0,0,0,0,1,2015,1.19865812,0.0803,10.4807501,21.29,0,23.3210472,-0.02431448,131.4146785,0,0
0,0,0,0,1,2014,6.43534956,0.12731,10.47166442,21.46,0,23.45318189,-0.02360126,124.627286,0,0
0,0,0,0,1,2013,5.44940818,0.14982,10.41307205,21.71,0,23.89721542,-0.22005832,53.57153306,0,0
0,0,0,0,1,2012,4.17102291,0.1382,10.44915793,20.73,0,23.58794365,0.01017985,103.4056682,0,0
0,0,0,0,1,2021,10.00353094,0.19899,10.37189071,83.11,1,24.05823192,0.27698462,75.24746481,0,1
0,0,0,0,1,2020,4.14577441,0.0729,10.40821454,82.43,1,23.76522781,0.00399572,60.89909869,0,1
0,0,0,0,1,2019,3.31625137,0.06589,10.42282147,81.39,1,23.73876966,-0.1550301,62.92057116,0,1
0,0,0,0,1,2018,3.46217214,0.0655,10.42141826,83.93,1,23.66749722,-0.12474188,38.35629552,0,1
0,0,0,0,1,2017,5.66951796,0.09129,10.4263098,76.57,1,23.69389125,0.2725238,39.43141197,0,1
0,0,0,0,1,2016,9.45685532,0.15834,10.40858103,71.3,1,23.63216343,0.20921765,43.46785396,0,1
0,0,0,0,1,2015,5.86480689,0.09981,10.38782581,66.56,1,23.57163522,0.22641726,47.52604561,0,1
0,0,0,0,1,2014,8.38378524,0.12976,10.38630464,67.89,1,23.27953152,0.21674621,37.54548514,0,1
0,0,0,0,1,2013,8.36079714,0.12511,10.42456926,71.53,1,23.18694085,-0.09137789,30.99840983,0,1
0,0,0,0,1,2012,9.86561088,0.14859,10.40858116,68.3,1,23.86157643,-0.00246123,34.86410448,0,1
0,0,0,0,0,2021,4.38376159,0.08389,10.08563059,46.56,0,23.48153154,0.51345705,70.13509916,0,0
0,0,0,0,0,2020,3.58398765,0.1088,9.76156963,44.12,0,23.54697575,0.31299342,75.51642999,0,0
0,0,0,0,0,2019,4.44960396,0.0903,9.98478052,50.63,1,23.56766183,0.0826531,63.79633526,0,0
0,0,0,0,0,2018,2.40288713,0.0626,9.99023327,40.87,0,23.64623536,-0.19760915,64.15350637,0,0
0,0,0,0,0,2017,3.42176798,0.0665,9.8626818,66.06,1,23.63779641,-0.03978909,57.16689491,0,0
0,0,0,0,0,2016,4.86455017,0.09476,10.06397823,51.95,1,23.37351926,-0.11584521,69.90685177,0,0
0,0,0,0,0,2015,6.12756927,0.1155,10.04042358,36.76,0,23.31296026,0.076403,65.25665776,0,0
0,0,0,0,0,2014,7.82466512,0.13776,10.06014466,28.89,0,23.06052218,-0.00262276,46.22937542,0,0
0,0,0,0,0,2013,6.49049782,0.12127,10.03226881,28.51,0,23.00658299,-0.2758559,40.44218068,0,0
0,0,0,0,0,2012,7.05274804,0.14152,9.87114321,26.72,0,22.86320587,0.15479342,53.91115979,0,0
0,0,0,0,0,2021,3.87567922,0.07684,9.78890265,39.39,0,23.35448164,0.0322157,89.93337006,0,0
0,0,0,0,0,2020,6.41803984,0.10209,9.87078111,32.16,0,23.63553324,0.28800302,83.28486284,0,0
0,0,0,0,0,2019,3.74013514,0.06341,9.94824001,28.99,0,23.70544108,-0.09293278,73.01335526,0,0
0,0,0,0,0,2018,4.45599649,0.09091,10.0396589,39.99,0,23.71074137,-0.05874953,64.73670354,0,0
0,0,0,0,0,2017,3.77835929,0.07058,10.023155,36.21,0,23.76266565,0.18274197,64.19331868,0,0
0,0,0,0,0,2016,1.99238862,0.044,9.73141486,36.22,0,23.85901976,-0.05195231,65.4064007,0,0
0,0,0,0,0,2015,1.80180532,0.0369,10.00535234,41.75,0,23.78172687,-0.01644559,63.27478911,0,0
0,0,0,0,0,2014,1.84174113,0.0441,9.76059424,48.74,0,23.88001861,-0.29037012,63.35640023,0,0
0,0,0,0,0,2013,0.60647446,0.0798,9.74359932,53.18,1,23.76836182,-0.05935278,51.56152198,0,0
0,0,0,0,0,2012,1.41279105,0.0262,9.85878952,44.46,0,23.87827564,0.16787428,66.7779592,0,0
0,0,0,0,0,2021,4.83446362,0.07222,10.81001433,54.96,1,24.54120383,0.27805066,44.23200068,0,0
0,0,0,0,0,2020,0.45954154,0.0325,10.68371965,53.45,1,24.51952462,-0.10111534,48.66026191,0,0
0,0,0,0,0,2019,1.14315163,0.03756,10.68118448,56.81,1,24.53111183,0.29438183,45.30893104,0,0
0,0,0,0,0,2018,1.16707899,0.04683,10.67455352,56.63,1,24.53246976,0.03395004,43.76751205,0,0
0,0,0,0,0,2017,2.18050329,0.02714,10.6837779,54.29,1,24.38488272,0.11183066,31.76083523,0,0
0,0,0,0,0,2016,1.67293093,0.03907,10.71826327,54.65,1,24.33925078,0.18525491,35.10107915,0,0
0,0,0,0,0,2015,3.28071279,0.04469,10.73327446,43.37,0,24.2927391,0.1513407,33.1132549,0,0
0,0,0,0,0,2014,3.37480234,0.04184,10.59572441,46.36,0,24.07808086,0.086964,21.94825194,0,0
0,0,0,0,0,2013,2.77400972,0.03673,10.49694347,42.03,0,24.02873318,-0.02958937,24.68185456,0,0
0,0,0,0,0,2012,4.00456169,0.05079,10.43371944,37.15,0,23.96774473,1.09155357,22.39241142,0,0
0,0,0,0,0,2021,-3.79036107,-0.1148,9.99659778,67.02,1,23.72709336,-0.10359928,74.00195436,1,0
0,0,0,0,0,2020,-5.25744077,-0.0798,9.99221831,57.44,1,23.73284751,-0.64198989,58.50581745,1,0
0,0,0,0,0,2019,2.41607387,0.0582,10.10071019,48.89,0,23.8225766,0.07449035,54.32026548,1,0
0,0,0,0,0,2018,3.27039972,0.0781,10.14314062,53.39,1,23.82664564,0.04308807,56.2678063,1,0
0,0,0,0,0,2017,1.10606238,0.02671,10.16388548,52.6,1,23.83658748,0.11467664,63.66966178,1,0
0,0,0,0,0,2016,0.33836575,0.00851,10.00236922,45.82,0,23.78143568,0.07817696,64.41272499,1,0
0,0,0,0,0,2015,0.18158186,-0.00251,9.96885946,47.73,0,23.81382035,0.15745512,66.71281723,1,0
0,0,0,0,0,2014,4.05479743,0.03055,9.97054302,25.71,0,23.81211634,-0.18421137,88.95630871,1,0
0,0,0,0,0,2013,3.90109491,0.08648,10.0450097,18.63,0,23.07583267,0.15521065,85.27143283,1,0
0,0,0,0,0,2012,4.8474839,0.11114,9.79962306,24.25,0,22.90252975,0.28795068,75.16291681,1,0
0,0,0,0,0,2021,3.17085712,0.05349,10.49789317,36.97,0,24.77542115,0.13513896,49.84679348,1,0
0,0,0,0,0,2020,-0.32759092,0.0662,10.48666079,36.43,0,24.67106131,0.04892597,41.64611585,1,0
0,0,0,0,0,2019,2.76393632,0.0457,10.56967034,40.38,0,24.67188689,0.02077942,37.87283752,1,0
0,0,0,0,0,2018,2.50517328,0.03737,10.4740587,41.64,0,24.67576646,-0.12792112,36.91508302,1,0
0,0,0,0,0,2017,3.73414178,0.05436,10.51838781,31.89,0,24.64453596,0.0490738,33.47441947,1,0
0,0,0,0,0,2016,5.38772642,0.07032,10.5142712,27.6,0,24.75139757,-0.12019624,33.10465132,1,0
0,0,0,0,0,2015,5.68898333,0.07818,10.61972346,28.84,0,24.58898252,0.17341738,18.39404954,1,0
0,0,0,0,0,2014,5.67131585,0.08402,10.50652107,27.46,0,24.4509886,0.03616318,31.4853755,1,0
0,0,0,0,0,2013,5.80149818,0.09096,10.40385874,26.55,0,24.41793435,-0.00867462,41.35013296,1,0
0,0,0,0,0,2012,3.96445995,0.05362,10.28145232,22.87,0,24.32001928,0.06400003,42.42887869,1,0
0,0,0,0,0,2020,13.60291139,0.4471,9.82327678,65.88,1,21.89663736,0.62205421,0.88377489,0,0
0,0,0,0,0,2019,7.97199092,0.24876,9.68853474,54.1,1,21.5652812,-0.08247037,1.0471039,0,0
0,0,0,0,0,2018,9.898784,0.25974,9.7384208,46.84,0,21.61303188,0.00231957,0.91080696,0,0
0,0,0,0,0,2017,9.87760106,0.27115,9.72735849,54.62,1,21.52296927,0.10444503,0.93824854,0,0
0,0,0,0,0,2016,8.96173549,0.23155,9.66190269,56.99,1,21.61376768,-0.03068058,0,0,0
0,0,0,0,0,2015,11.03170825,0.25592,9.635301,61.12,1,21.45873229,0.03480398,0,0,0
0,0,0,0,0,2014,12.00784192,0.25,9.62120955,62.57,1,21.22796252,0.07149711,0,0,0
0,0,0,0,0,2013,9.1055949,0.20743,9.61681763,64.29,1,21.27810624,0.13220205,0,0,0
0,0,0,0,0,2012,8.10372663,0.17451,9.49472851,63.6,1,21.51101476,0.01825149,0,0,0
0,0,0,0,0,2021,1.1290795,0.01179,9.7199684,31.17,0,24.16318317,0.16561698,88.85602397,1,0
0,0,0,0,0,2020,-0.81074978,0.009,9.60381169,30.21,0,24.13706873,-0.17836077,86.26973153,1,0
0,0,0,0,0,2019,1.45922912,0.0148,9.81076805,26.63,0,24.12588604,0.09330088,78.4488771,1,0
0,0,0,0,0,2018,2.75833162,0.04209,9.96489354,21.07,0,24.10211167,-0.16189928,75.12336267,1,0
0,0,0,0,0,2017,3.97761414,0.10112,10.13707332,13.18,0,24.04555077,-0.24925609,51.69932601,1,0
0,0,0,0,0,2016,5.24073427,0.09738,9.95092501,11.06,0,23.65125125,-0.1534123,60.42774443,1,0
0,0,0,0,0,2015,6.15600073,0.13607,9.92483392,12.64,0,23.52193286,0.74314605,65.58882339,1,0
0,0,0,0,0,2014,3.9110982,0.0692,9.92306234,13.03,0,23.2964595,0.18675937,65.04904072,1,0
0,0,0,0,0,2013,4.53900582,0.0764,9.86927389,11.17,0,23.20750451,0.29073278,74.01860878,1,0
0,0,0,0,0,2012,5.18949076,0.0968,9.79306851,12.28,0,22.95899549,0.13174717,96.01139897,1,0
0,0,0,0,0,2021,9.37974758,0.41359,9.72435037,75.57,1,22.19161058,-0.03489834,0.97364096,0,0
